abstract,title,year,cleaned
"In many Western countries the concept of the compact city has been adopted as a guiding principle for urban development. It is commonly held that the compact city is the best policy goal to prevent or reduce the negative effects of urbanisation on the environment. In this paper we investigate whether this assumption can be justified on the basis of empirical research. Four categories of environmental effects are distinguished: emissions of CO<inf>2</inf> and NO(x) caused by mobility; energy use in houses; noise, odour and local air pollution; and fragmentation of natural areas. Using existing research, the paper reviews the state-of-the-art knowledge about the impact of the urban structure on these aspects and deduces some implications for urbanisation policy. The conclusion is that the potential of the compact city policy to contribute significantly to the solution of environmental problems in the short term is limited. However, a policy of concentrating urbanisation may be advocated because of the flexibility it offers for different future policy options, such as providing opportunities for public transport or development of larger natural areas.",The compact city and the environment: A review,2000,many western country concept compact adopted guiding principle commonly held compact best policy prevent reduce negative effect urbanisation environment investigate whether assumption justified basis empirical four category environmental effect distinguished emission caused mobility energy house noise odour local air pollution fragmentation natural existing review state-of-the-art knowledge impact structure deduces implication urbanisation policy conclusion compact policy contribute solution environmental problem short limited policy concentrating urbanisation advocated flexibility offer future policy option providing public transport larger natural
"The high-density urban environment of Hong Kong is characterised by mixed land uses, population and housing diversity, an efficient mass transit system and cheap public transport, and easy access to most facilities, all typical of a compact city-state. It should be an ideal base for consolidating other desirable New Urbanism concepts such as more open spaces, better housing options, pedestrian friendly neighbourhoods or a cultural identity. However, shortage of buildable land in the urban areas, traffic congestion and environmental degradation have raised new challenges. Achieving physical planning goals has to be integrated with the urgent need to control pollution and waste, improve air quality, and seek a better balance with the ecosystem within and outside Hong Kong. This paper focuses on an energy-optimising model for Hong Kong, as a means of exploring strategies to improve the living environment. A conventional approach to urban design is unlikely to provide a satisfactory outcome. An emerging option for Hong Kong is to rebuild a part of the neighbourhood higher, so as to consolidate the mixed land use patterns in super rise buildings and generate land for community uses and open spaces. Broad design directions to achieve this are identified. © 2000 E. & EN Spon.",Urban Challenges in Hong Kong: Future directions for design,2000,high-density environment characterised mixed land us population housing diversity efficient mass transit system cheap public transport easy access facility typical compact city-state ideal base consolidating desirable new urbanism concept open space better housing option pedestrian friendly neighbourhood cultural identity shortage buildable land traffic congestion environmental degradation raised new achieving physical integrated urgent need control pollution waste improve air seek better balance ecosystem within outside focus energy-optimising model mean exploring strategy improve living environment conventional design unlikely satisfactory outcome emerging option rebuild part neighbourhood higher consolidate mixed land pattern super rise building generate land community us open space broad design direction achieve identified
"This paper is a review of the problems and contradictions inherent in land use policies aimed at delivering urban intensification in England. Urban intensification is seen in land use planning as a way of delivering sustainable development: it optimises the use of previously developed land, reduces travel demand and revitalises and repopulates cities. However, by drawing on existing research and data some contradictions and complexities within both the content of intensification policies and their means of implementation are revealed. The paper reviews the origins of, and theory behind, compact city policies. It then illustrates how urban intensification policies have been included in planning policy in England, and reflects on the divergence between theory and practice. The aim of the paper, in revealing weaknesses in intensification policies, is not to discredit the compact city idea, but to draw attention to potential policy failures in order to identify issues which need to be addressed by policy-makers, implementers and researchers.",Urban intensification policies in England: Problems and contradictions,1999,review problem contradiction inherent land policy aimed delivering intensification england intensification seen land way delivering sustainable optimises previously developed land reduces travel revitalises repopulates drawing existing data contradiction complexity within content intensification policy mean implementation revealed review origin theory behind compact policy illustrates intensification policy included policy england reflects divergence theory aim revealing weakness intensification policy discredit compact idea draw attention policy failure order identify need addressed policy-makers implementers researcher
"The node-place model introduced in this article offers a conceptual framework for the exploration of the (re)development potential of station areas in an urban region and thus improves the chances for public transport-oriented development. The model requires further refinement, broadening of the empirical base, and inclusion of future plans. A thorough consideration of the more qualitative aspects of station area (re)development strategies has to be added, and a complementary, in-depth analysis of each specific situation, including process and context factors is also necessary (see, for some steps along this way Bertolini, 1996, 1998; Bertolini and Spit, 1998). In spite of these limits the application of the node-place model to the Amsterdam and Utrecht agglomerations already provides material for reflections of a more general nature. I would like to conclude with some, still exploratory and deliberately provocative, remarks in this direction. The node-place model helps identify opportunities for intensification and/or differentiation of urban activities around (strengthened) public transportation nodes. These might be central stations in the historical cores, but also public transport nodes in the urban periphery (as the stations along the Amsterdam railway and motorway ring) or in secondary regional centres (in the application these are places such as Hoofddorp and Weesp south of Amsterdam, or Woerden west of Utrecht). The city is an increasingly open system. Increasingly people live, work and spend their free time independently of municipal borders. The same applies to the activity patterns of firms and other organisations. A traditional 'compact city' policy is possibly still sensible in situations where this structural openness of the urban system is limited. Elsewhere an urban development strategy, geared to the accessibility of urban-regional networks of transportation nodes and activity places, appears more adequate. Some will say that this strategy reminds them of the 'clustered deconcentration' policies of the past. Maybe. I would prefer to use a term like 'deconcentrated clustering'. It might seem just playing with words, but there is a fundamental difference in the focus: in the past at stake was a particular way of deconcentrating, today urban deconcentration is a fact, the point is how to cluster!.",Spatial development patterns and public transport: The application of an analytical model in the Netherlands,1999,node-place model introduced offer conceptual exploration station region improves chance public transport-oriented model requires refinement broadening empirical base inclusion future plan thorough consideration qualitative station strategy added complementary in-depth analysis situation process see step along way bertolini bertolini spit spite limit application node-place model amsterdam utrecht agglomeration already material reflection general nature like conclude still exploratory deliberately provocative remark direction node-place model help identify intensification differentiation activity around strengthened public transportation node might central station historical core public transport node periphery station along amsterdam railway motorway ring secondary regional centre application place hoofddorp weesp south amsterdam woerden west utrecht increasingly open system increasingly people live work spend free time independently municipal border applies activity pattern firm organisation traditional compact policy possibly still sensible situation structural openness system limited elsewhere strategy geared accessibility urban-regional network transportation node activity place appears adequate say strategy reminds clustered deconcentration policy past maybe prefer like deconcentrated clustering might seem playing word fundamental difference focus past stake way deconcentrating today deconcentration fact point cluster
"All over the world compact urban development is a topic of debate. However, practitioners and academics in many countries seem slow to synthesize suitable policies. Therefore, in this paper 30 years of experience with compact urban development is projected against the backdrop of the international discussion on this issue. The Dutch experience confirms the legitimacy of many arguments and findings presented in the international literature. Yet, Dutch practices put the policy's success into perspective. It appears to be less successful when related to mobility effects and the spatial consequences of urban growth. The relative success of compact urban development was mainly owing to the specific conditions under which the policy was implemented. As these conditions are now changing, it remains to be seen whether this policy will be seriously jeopardized. In the event that planners elsewhere pursue compact urban development within their territory, cognizance of the Dutch experience may help them to shape their policies to achieve their full potential.",Planning the compact city: The Randstad Holland experience,1999,world compact topic debate practitioner academic many country seem slow synthesize suitable policy year experience compact projected backdrop international discussion dutch experience confirms legitimacy many argument presented international literature yet dutch put policy success perspective appears less successful mobility effect spatial consequence relative success compact mainly owing condition policy implemented condition changing remains seen whether policy seriously jeopardized event planner elsewhere pursue compact within territory cognizance dutch experience help shape policy achieve full
"In the process of transition in the 1990's, the development of cities in Yugoslavia, especially in Belgrade, is chaotic because of the spontaneous increasing growth. In an effort to control this spontaneous trend and the development of the compact city, a study was conducted to examine the possibilities of increasing the density in the central city area. The possibilities of upgrading of transport through the incorporation of the principle of sustainable development for the model of the compact city are discussed.",How to improve traffic in a compact city model: The case of Belgrade,1998,process transition yugoslavia especially belgrade chaotic spontaneous increasing effort control spontaneous trend compact conducted examine possibility increasing density central possibility upgrading transport incorporation principle sustainable model compact discussed
"Both popular and professional literatures have expounded on the problems (and sometimes the benefits) of urban sprawl. We all know it when we see it, but defining it in ways that facilitate measurement can be difficult. One part of the definition that can be measured is the degree to which development touches other development. Discontiguous development in urban areas suggests sprawl; contiguous development suggests a more compact urban form. This article reports evidence on whether and to what extent development inside urban growth boundaries (UGBs) of three Oregon communities is contiguous or dispersed. The case study method it uses provides a logical and replicable means for describing and quantifying urban development patterns. Data from the three UGB case studies are evaluated within a framework based on Oregon's land use policies. The article concludes that recent development inside UGBs tends to be contiguous to the urban core rather than dispersed, consistent with Oregon's policies for urban form, but that urban development patterns can be improved by applying additional urban growth management tools now being developed for inclusion in Oregon's planning program. © 1998 Taylor & Francis Group, LLC.",Development inside urban growth boundaries: Oregon’s empirical evidence of contiguous urban form,1998,popular professional literature expounded problem sometimes benefit sprawl know see defining way facilitate measurement difficult part definition measured degree touch discontiguous suggests sprawl contiguous suggests compact form report evidence whether extent inside boundary ugbs oregon community contiguous dispersed case method us logical replicable mean describing quantifying pattern data ugb case study evaluated within oregon land policy concludes recent inside ugbs tends contiguous core rather dispersed consistent oregon policy form pattern improved applying additional management tool developed inclusion oregon program
"The paper asks whether recent debates in Britain concerning the compact city have fully explored the relevant issues, including crucial questions of the environmental benefits accruing to compaction, and its acceptability to local communities. Major doubts are raised about the economic, political and technical dimensions of compaction and particularly the unacceptability of higher densities to many urban residents. © 1997 Elsevier Science Ltd.",Urban compaction: Feasible and acceptable?,1997,asks whether recent debate britain concerning compact fully explored relevant crucial question environmental benefit accruing compaction acceptability local community major doubt raised economic political technical dimension compaction unacceptability higher density many resident
"Many states in the United States attempt to manage urban growth so that development is directed to urban areas equipped to accommodate development and rural lands are preserved for resource and other non-urban uses. Oregon is entering its third decade of what many commentators describe as the nation's most aggressive urban growth management program administered statewide. This article reports a recent evaluation of the effectiveness of state urban growth management policies as they are implemented in four urban areas. The study is the first of its kind to assess development patterns associated with administration of statewide growth management policies by local governments. Using primary data collection and analysis, effectiveness of urban growth management and resource land preservation efforts is found to be mixed. In some situations, administration does not appear to be effectively directing development into urban growth boundaries and away from resource lands. In other situations, administration appears to be quite effective. Problems with administration are found in all situations. This article offers two generalizable outcomes. The first is a methodology for assessing the effectiveness of any given urban growth management program to effect desired development patterns. The second is a specific set of policy lessons learned by Oregon in its effort to create definable, compact urban centers and preserve resource land for non-urban uses. Copyright © 1996 Elsevier Science Ltd.",Assessing growth management policy implementation: Case study of the United States' leading growth management state,1996,many state united state attempt manage directed equipped accommodate rural land preserved resource non-urban us oregon entering third decade many commentator describe nation aggressive management program administered statewide report recent evaluation effectiveness state management policy implemented four first kind assess pattern associated administration statewide management policy local government primary data collection analysis effectiveness management resource land preservation effort mixed situation administration appear effectively directing boundary away resource land situation administration appears quite effective problem administration situation offer generalizable outcome first methodology assessing effectiveness given management program effect desired pattern second set policy lesson learned oregon effort create definable compact center preserve resource land non-urban us copyright
"Part of the case for higher density development is based on the belief that compact urban forms are more efficient than low density development known as suburban sprawl. Some broad relationships among driving, transit use, urban form, and congestion using urban area data, and special analysis of the 1990 National Personal Transportation Survey are examined. Although generally supporting the prevailing wisdom, the regional data show that there are other factors involved in explaining such differences, and the national household data present a less robust relationship. The national data show that there are significant differences in the household characteristics of persons living at different density levels-characteristics that are themselves important determinants of travel. Issues relating to these findings in the context of public policies on development and transportation are explored.","Transportation, congestion, and density: new insights",1996,part case higher density belief compact form efficient low density known suburban sprawl broad relationship driving transit form congestion data special analysis national personal transportation survey examined although generally supporting prevailing wisdom regional data show involved explaining difference national household data present less robust relationship national data show difference household person living density levels-characteristics determinant travel relating public policy transportation explored
"How does a more compact form of urban development affect people's travel behaviour? Research reported here does not support the popular view that compact cities reduce non-work travel, although results of the case studies were somewhat ambiguous. In two case study areas which most closely resemble neo-traditional proposals, residents were significantly more likely to make walking trips to commercial areas. However, it could not be determined whether these walking trips replace or are in addition to driving trips. The evidence of whether or not trips to downtown commercial areas replace trips to regional shopping centres was also mixed. These ambiguous results point to two methodological issues. First, a consideration of the development that surrounds a community when evaluating the link between the structure of the community and the travel patterns of its residents was of some importance. Second, the results point to the importance of disaggregate analysis and the danger of drawing conclusions based on averages. The findings clearly showed that local accessibility has an impact on travel patterns. By increasing the range of options available to residents, a community with a high level of local accessibility thus enhances the quality of life for its residents. Regardless of the impact on total travel, this finding argues in favour of such communities, including neotraditional developments. -from Author",Regional versus local accessibility: neo-traditional development and its implications for non-work travel,1992,compact form affect people travel behaviour reported support popular view compact reduce non-work travel although case study somewhat ambiguous case closely resemble neo-traditional proposal resident likely make walking trip commercial determined whether walking trip replace addition driving trip evidence whether trip downtown commercial replace trip regional shopping centre mixed ambiguous point methodological first consideration surround community evaluating link structure community travel pattern resident importance second point importance disaggregate analysis danger drawing conclusion average clearly showed local accessibility impact travel pattern increasing range option available resident community high local accessibility enhances life resident regardless impact total travel finding argues favour community neotraditional development -from
"This paper demonstrates the extent to which land-use policies designed to reduce the need to travel (and especially the need to travel by private car) will bring benefits even without considering the need to tackle global warming. The paper focuses on the role of high population densities in the so-called ""compact city' as a tool for reducing the need to travel. Dispersed cities are essentially ""automobile dependent'. Compact cities do not necessarily feature less car use: but are less car dependent. If the need to travel can be reduced, then traffic reduction policies can be used to achieve benefits to the urban economy and environment. We are particularly concerned to demonstrate that cities could be made attractive places to live by the same policies that would help reduce their contribution to greenhouse gas emissions. -from Author",Compact or dispersed? Dilution is no solution,1992,demonstrates extent land-use policy designed reduce need travel especially need travel private car bring benefit even without considering need tackle warming focus high population density so-called compact tool reducing need travel dispersed essentially automobile dependent compact necessarily feature less car less car dependent need travel reduced traffic reduction policy achieve benefit economy environment concerned demonstrate made attractive place live policy help reduce contribution greenhouse gas emission -from
"Proximity-based cities have attracted much attention in recent years. The '15-minute city', in particular, heralded a new vision for cities where essential services must be easily accessible. Despite its undoubted merit in stimulating discussion on new organization of cities, the 15-minute city cannot be applicable everywhere, and its very definition raises a few concerns. Here we tackle the feasibility and practicability of the 15-minute city model in many cities worldwide. We provide a worldwide quantification of how close cities are to the ideal of the 15-minute city. To this end, we measure the accessibility times to resources and services, and we reveal strong heterogeneity of accessibility within and across cities, with a pivotal role played by local population densities. We provide an online platform (https://whatif.sonycsl.it/15mincity/) to access and visualize accessibility scores for virtually all cities worldwide. The heterogeneity of accessibility within cities is one of the sources of inequality. We thus simulate how much a better redistribution of resources and services could heal inequity by keeping the same resources and services or by allowing for virtually infinite resources. We highlight pronounced discrepancies among cities in the minimum number of additional services needed to comply with the 15-minute city concept. We conclude that the proximity-based paradigm must be generalized to work on a wide range of local population densities. Finally, socio-economic and cultural factors should be included to shift from time-based to value-based cities.",A universal framework for inclusive 15-minute cities,2024,proximity-based attracted much attention recent year -minute heralded new vision essential service must easily accessible despite undoubted merit stimulating discussion new organization -minute applicable everywhere definition raise concern tackle feasibility practicability -minute model many worldwide worldwide quantification close ideal -minute end measure accessibility time resource service reveal strong heterogeneity accessibility within pivotal played local population density online platform http whatif sonycsl mincity access visualize accessibility score virtually worldwide heterogeneity accessibility within source inequality simulate much better redistribution resource service heal inequity keeping resource service allowing virtually infinite resource highlight pronounced discrepancy minimum additional service needed comply -minute concept conclude proximity-based paradigm must generalized work wide range local population density finally socio-economic cultural included shift time-based value-based
"In our article 'Diversifying the compact city', we aimed to open a dialogue, in human geography and beyond, on how to broaden the scope of how we examine and critique compact urbanism. The insightful and constructive commentaries we received generated further reflection on the lived experiences of compact urbanism and the mutual benefits of constructive interdisciplinary collaboration on the compact city agenda. In this author response, we elaborate on the need to ground compact city research in actual practices and experiences, and on how planners and geographers can advance the commoning of the compact city.",Grounding the compact city,2023,diversifying compact aimed open dialogue human geography beyond broaden scope examine critique compact urbanism insightful constructive commentary received generated reflection lived experience compact urbanism mutual benefit constructive interdisciplinary collaboration compact agenda response elaborate need ground compact actual experience planner geographer advance commoning compact
"Connecting the 15-minute city concept with themes of spatial equity and mobility justice was a central motive in a PhD project incorporating a 'city immersive' urban lab approach. The approach prioritized community engagement via a series of workshops, surveys, and interviews in Warsaw, Poland. The project employed a transdisciplinary focus, looking at walkable urbanism as a quality of life component in the 15-minute city context and documenting best practices and barriers in Warsaw. The main methodological research question was related to how an urban lab approach can be deployed across the city and case study areas to identify the best practices and barriers to walkability in the 15-minute city context. This reflective praxis piece focuses on research and positionality-based insights to conduct this specific urban research.",Researcher reflections from an urban lab: best practices and barriers of walkable urbanism via a 15-minute neighbourhood lens in Warsaw,2025,connecting -minute concept theme spatial equity mobility justice central motive phd project incorporating immersive lab prioritized community engagement via series workshop survey interview warsaw poland project employed transdisciplinary focus looking walkable urbanism life component -minute documenting best barrier warsaw methodological question lab deployed case identify best barrier walkability -minute reflective praxis piece focus positionality-based conduct
"Urban spatial organization provided an important contribution for healthy tourism in the first COVID-19 pandemic period. The 15-Minute City concept promotes walking which is essential for the development of outdoor activities for a healthier tourism. The tourist city of Lagos (Portugal) is a pilot city of the Interreg Med SuSTowns Project which aims to promote sustainable and resilient territories. This study presents an analysis of the pedestrian accessibility through a specific geographical indicator: the percentage of short-term rentals existing in the surrounding tourist attractions. Ideal standard distances, studied internationally, were considered to assess this close proximity. Different walking speeds were considered to address human diversity and their implications on the 15-Minute City concept. The functionalities of the geographic information systems, in particular the assessment of distances over the pedestrian network were used. The results indicate that in the city of Lagos there is a trend towards an effective 15-Minute City for healthy tourists, promoting walking which could enhance tourism attraction. For tourists with reduced mobility, the use of accessible public transportation is required and needs to be integrated in the 15-Minute City concept.","15-Minute City concept for healthy tourism during the COVID-19 pandemic crisis. Who for? The city of Lagos, Portugal",2025,spatial organization provided contribution healthy tourism first covid- pandemic period -minute concept walking essential outdoor activity healthier tourism tourist lagos pilot interreg med sustowns project aim sustainable resilient territory present analysis pedestrian accessibility geographical indicator percentage short-term rental existing surrounding tourist attraction ideal standard distance studied internationally considered assess close proximity walking speed considered address human diversity implication -minute concept functionality geographic information system assessment distance pedestrian network indicate lagos trend towards effective -minute healthy tourist promoting walking enhance tourism attraction tourist reduced mobility accessible public transportation required need integrated -minute concept
"The main objective of the study is to analyze the availability of statistical and spatial data necessary to define a set of indicators of a modern compact city model, as well as, to propose a multi-criteria method to determine the importance of individual indicators. An accessible and relatively easy to use set of compact city indicators is a necessary tool, both at the stage of evaluating a unit for a selected concept, as well as, during the implementation of its main postulates. The modern compact city model is now the key direction of the Polish urban policy and has been implemented in many cities around the world for years in connection with the principle of sustainable development. The paper presents the previous interpretations of the selected urban concept, its main assumptions, as well as, the author's set of measurable indicators with sample weights, which were analyzed in the framework of the case study. To determine the weights, multi-criteria decision-making method (AHP - Analytic Hierarchy Process) was used, while GIS technologies were used at the stage of presentation of the values of selected indicators.",INDICATORS OF THE COMPACT CITY CONCEPT - NECESSARY DATA AND THE POSSIBILITY OF APPLICATION,2019,objective analyze availability statistical spatial data define set indicator modern compact model propose multi-criteria method determine importance individual indicator accessible relatively easy set compact indicator tool stage evaluating unit selected concept implementation postulate modern compact model direction polish policy implemented many around world year connection principle sustainable present previous interpretation selected concept assumption set measurable indicator sample weight analyzed case determine weight multi-criteria decision-making method ahp analytic hierarchy process gi technology stage presentation value selected indicator
"Addressing priorities such as health, liveability, and climate resilience, many global governments are exploring xminute city and x-minute neighbourhood policies. Addressing a lack of operational models for x-minute cities, we developed a model to assess accessibility and utilisation implications of their implementation, testing the model by applying it to the low-density city of Melbourne, Australia, where 20-minute neighbourhood (20MN) policy focuses on walkable access to daily destinations within 10 minutes (20 minute round trip), and applying the model to people living within 10-minute walking distance 'catchments' of mixed-use activity centres. We curated a list of 14 destination types (such as supermarkets and primary schools), and developed a method to model notional placement of additional destinations to place at least 80 % of people in each catchment within a 10-minute walk of each destination type. We extended accessibility considerations to cycling, based on a 10-minute oneway ride. Our results show improvements in accessibility across the city as a whole, particularly in inner urban areas; but with significant improvements in outer urban areas, characterised by low housing density, when cycling is promoted. Our utilisation analysis demonstrates feasibility challenges when implementing x-minute city policies in less densely populated locations. Our conclusions underscore the importance of supporting xminute city policies with safe cycling infrastructure and careful urban densification strategies. Our findings are relevant to many cities seeking to implement x-minute city or neighbourhood policies worldwide, especially cities facing challenges of low density.",Infrastructure and accessibility implications of implementing x-minute city policies in low-density contexts,2026,addressing priority health liveability climate resilience many government exploring xminute x-minute neighbourhood policy addressing lack operational model x-minute developed model assess accessibility utilisation implication implementation testing model applying low-density -minute neighbourhood policy focus walkable access daily destination within minute minute round trip applying model people living within -minute walking distance catchment mixed-use activity centre curated list destination type supermarket primary school developed method model notional placement additional destination place least people catchment within -minute walk destination type extended accessibility consideration cycling -minute oneway ride show improvement accessibility whole inner improvement outer characterised low housing density cycling promoted utilisation analysis demonstrates feasibility implementing x-minute policy less densely populated location conclusion underscore importance supporting xminute policy safe cycling infrastructure careful densification strategy relevant many seeking implement x-minute neighbourhood policy worldwide especially facing low density
"With a special focus on Milan, we explore the interpretation of the 15-minute city as a hybrid model, where soft mobility is integrated in a holistic urbanism approach. Contemporary urban challenges, synthetized in the 15-minute city model, look for a sustainable proximity mix: mix of uses (overcoming rigid zoning and building codes), mix of inhabitants and users, mix of time schedules and multi-purpose open space. The proposed hybrid approach considers the living-working urban experience as a whole: it proposes to consider, as a starting point for measuring the timeframe of 15 minutes, not only homes but workplaces as well. It welcomes innovative working facilities among those to be considered as essential services reachable within the 15-minute walking timeframe and it integrates open spaces within urban infrastructures by mixing the neighborhood eco-system -both of environment and mobility- and designing them around the central role of walking.",The 15-minute city as a hybrid model for Milan,2022,special focus milan explore interpretation -minute hybrid model soft mobility integrated holistic urbanism contemporary synthetized -minute model look sustainable proximity mix mix us overcoming rigid zoning building code mix inhabitant user mix time schedule multi-purpose open space proposed hybrid considers living-working experience whole proposes consider starting point measuring timeframe minute home workplace welcome innovative working facility considered essential service reachable within -minute walking timeframe integrates open space within infrastructure mixing neighborhood eco-system -both environment mobility- designing around central walking
"The analysis of pedestrian GPS datasets is fundamental to further advance on the study and the design of walkable cities. The highest resolution GPS data can characterize micro-mobility patterns and pedestrians' micro-motives in relation to a small-scale urban context. Purposed-based recurrent mobility data inside people's neighbourhoods is an important source in these sorts of studies. However, micro-mobility around people's homes is generally unavailable, and if data exists, it is generally not shareable often due to privacy issues. Citizen science and its public involvement practices in scientific research are valid options to circumvent these challenges and provide meaningful datasets for walkable cities. The study presents GPS records from single-day home-to-school pedestrian mobility of 10 schools in the Barcelona Metropolitan area (Spain). The research provides pedestrian mobility from an age-homogeneous group of people. The study shares processed records with specific filtering, cleaning, and interpolation procedures that can facilitate and accelerate data usage. Citizen science practices during the whole research process are reported to offer a complete perspective of the data collected.",Home-to-school pedestrian mobility GPS data from a citizen science experiment in the Barcelona area,2023,analysis pedestrian gps datasets fundamental advance design walkable highest resolution gps data characterize micro-mobility pattern pedestrian micro-motives relation small-scale purposed-based recurrent mobility data inside people neighbourhood source sort study micro-mobility around people home generally unavailable data exists generally shareable often privacy citizen science public involvement scientific valid option circumvent meaningful datasets walkable present gps record single-day home-to-school pedestrian mobility school metropolitan pedestrian mobility age-homogeneous group people share processed record filtering cleaning interpolation procedure facilitate accelerate data usage citizen science whole process reported offer complete perspective data collected
"Single-family housing - the form of residential buildings expected by the society is often inconsistent with the theoretical optimum form of housing that is recommended in urban theories and ideas. Research indicates that most Poles want single-family housing, while its density is low in comparison with multi-family housing which provides a more compact city. The paper identifies the thesis to what degree it is possible to develop a compact city with single-family housing. The authors verify how parametric design may be useful in urban design and spatial planning. The purpose of the article is to discuss the possibility to generate single-family housing estates' projects using the parametric tool of the Grasshopper program. The authors demonstrate how parameter tool-supported designing may be useful for better effectiveness of using space. The research used a script by Dawid Katny, developed for the purposes of his diploma thesis, in which he attempted parametric variants and optimization. The paper describes the issue of density vs quality of life in quantitative terms. Quantitative density variants can be used in analysis for future smart and intelligent cities' development.","COMPACT SINGLE-FAMILY HOUSING GENERATED BY PARAMETRIC DESIGN - SEARCH FOR OPTIMAL, SUSTAINABLE OR SMART DENSITIES",2020,single-family housing form residential building expected society often inconsistent theoretical optimum form housing recommended theory idea indicates pole want single-family housing density low comparison multi-family housing compact identifies thesis degree possible develop compact single-family housing verify parametric design useful design spatial purpose discus possibility generate single-family housing estate project parametric tool grasshopper program demonstrate parameter tool-supported designing useful better effectiveness space script dawid katny developed purpose diploma thesis attempted parametric variant optimization describes density life quantitative quantitative density variant analysis future smart intelligent
"As a first step in modeling health-related urban well-being (UrbWellth), a mathematical model is constructed that dynamically simulates heat stress exposure of commuters in an idealized city. This is done by coupling the Simple Urban Radiation Model (SURM), which computes the mean radiant temperature ( T m r t ), with a newly developed multi-class multi-mode traffic model. Simulation results with parameters chosen for the city of Hamburg for a hot summer day show that commuters are potentially most exposed to heat stress in the early afternoon when T m r t has its maximum. Varying the morphology with respect to street width and building height shows that a more compact city configuration reduces T m r t and therefore the exposure to heat stress. The impact resulting from changes in the city structure on traffic is simulated to determine the time spent outside during the commute. While the time in traffic jams increases for compact cities, the total commuting time decreases due to shorter distances between home and work place. Concerning adaptation measures, it is shown that increases in the albedo of the urban surfaces lead to an increase in daytime heat stress. Dramatic increases in heat stress exposure are found when both, wall and street albedo, are increased.",Modeling Exposure to Heat Stress with a Simple Urban Model,2018,first step modeling health-related well-being urbwellth mathematical model constructed dynamically simulates heat stress exposure commuter idealized done coupling simple radiation model surm computes mean radiant temperature newly developed multi-class multi-mode traffic model simulation parameter chosen hamburg hot summer day show commuter potentially exposed heat stress early afternoon maximum varying morphology respect street width building height show compact configuration reduces exposure heat stress impact resulting change structure traffic simulated determine time spent outside commute time traffic jam increase compact total commuting time decrease shorter distance home work place concerning adaptation measure shown increase albedo surface lead increase daytime heat stress dramatic increase heat stress exposure wall street albedo increased
